Frame,Object Type,Object ID,X,Y,Speed (m/s),Distance (m),Team,Has Ball
5,Player,22,1187,797,N/A,N/A,1,False
5,Player,26,1107,360,N/A,N/A,2,False
6,Player,1,913,723,16.890204337286885,1.5652870038249573,2,False
6,Player,3,354,569,7.632965751482775,0.5533607524628361,2,False
6,Player,4,1346,516,N/A,N/A,2,False
6,Player,5,631,678,12.559820896729086,1.1069002325144301,1,False
6,Player,6,1381,909,18.657741153142684,1.4256003406152538,1,False
6,Player,7,1017,528,4.0744889480989155,0.4548719881254023,2,False
6,Player,8,901,423,7.030497049761135,0.6857695389421303,2,False
6,Player,9,1256,501,N/A,N/A,1,False
6,Player,10,1300,465,N/A,N/A,2,False
6,Player,11,377,837,5.980179033825913,0.8041689250827507,1,False
6,Player,12,243,596,1.8598790638768925,0.24117755884298592,1,False
6,Player,13,1610,715,N/A,N/A,2,False
6,Player,14,558,786,2.2180306170365305,0.14604031216809887,2,False
6,Player,15,790,491,1.3022976748893758,0.29505821797330134,1,False
6,Player,16,385,367,0.5154873150613483,0.19275566311288575,1,False
6,Player,18,1175,790,21.03287106420159,1.4587006085747385,1,False
6,Player,19,1188,413,N/A,N/A,1,False
6,Player,20,1911,443,N/A,N/A,2,False
6,Player,22,1193,800,N/A,N/A,1,False
6,Player,26,1108,360,N/A,N/A,2,False
7,Player,1,920,723,16.890204337286885,1.5652870038249573,2,False
7,Player,3,356,569,7.632965751482775,0.5533607524628361,2,False
7,Player,4,1351,516,N/A,N/A,2,False
7,Player,5,636,679,12.559820896729086,1.1069002325144301,1,False
7,Player,6,1376,913,18.657741153142684,1.4256003406152538,1,False
7,Player,7,1019,529,4.0744889480989155,0.4548719881254023,2,False
7,Player,8,903,424,7.030497049761135,0.6857695389421303,2,False
7,Player,9,1259,501,N/A,N/A,1,False
7,Player,10,1302,465,N/A,N/A,2,False
7,Player,11,377,838,5.980179033825913,0.8041689250827507,1,False
7,Player,12,244,595,1.8598790638768925,0.24117755884298592,1,False
7,Player,13,1614,718,N/A,N/A,2,False
7,Player,14,559,786,2.2180306170365305,0.14604031216809887,2,False
7,Player,15,790,491,1.3022976748893758,0.29505821797330134,1,False
7,Player,16,385,367,0.5154873150613483,0.19275566311288575,1,False
7,Player,18,1182,796,21.03287106420159,1.4587006085747385,1,False
7,Player,19,1191,413,N/A,N/A,1,False
7,Player,20,1912,443,N/A,N/A,2,False
7,Player,22,1192,804,N/A,N/A,1,False
7,Player,26,1109,360,N/A,N/A,2,False
8,Player,1,927,726,16.890204337286885,1.5652870038249573,2,False
8,Player,3,358,571,7.632965751482775,0.5533607524628361,2,False
8,Player,4,1355,516,N/A,N/A,2,False
8,Player,5,641,681,12.559820896729086,1.1069002325144301,1,False
8,Player,6,1366,916,18.657741153142684,1.4256003406152538,1,False
8,Player,7,1021,529,4.0744889480989155,0.4548719881254023,2,False
8,Player,8,906,424,7.030497049761135,0.6857695389421303,2,False
8,Player,9,1261,501,N/A,N/A,1,False
8,Player,10,1303,465,N/A,N/A,2,False
8,Player,11,376,839,5.980179033825913,0.8041689250827507,1,False
8,Player,12,245,595,1.8598790638768925,0.24117755884298592,1,False
8,Player,13,1618,719,N/A,N/A,2,False
8,Player,14,559,786,2.2180306170365305,0.14604031216809887,2,False
8,Player,15,791,492,1.3022976748893758,0.29505821797330134,1,False
8,Player,16,385,367,0.5154873150613483,0.19275566311288575,1,False
8,Player,18,1191,801,21.03287106420159,1.4587006085747385,1,False
8,Player,19,1194,414,N/A,N/A,1,False
8,Player,20,1912,444,N/A,N/A,2,False
8,Player,22,1199,808,N/A,N/A,1,False
8,Player,26,1110,360,N/A,N/A,2,False
9,Player,1,937,730,16.890204337286885,1.5652870038249573,2,False
9,Player,3,359,572,7.632965751482775,0.5533607524628361,2,False
9,Player,4,1358,517,N/A,N/A,2,False
9,Player,5,646,681,12.559820896729086,1.1069002325144301,1,False
9,Player,6,1356,921,18.657741153142684,1.4256003406152538,1,False
9,Player,7,1023,529,4.0744889480989155,0.4548719881254023,2,False
9,Player,8,908,425,7.030497049761135,0.6857695389421303,2,False
9,Player,9,1263,503,N/A,N/A,1,False
9,Player,10,1304,466,N/A,N/A,2,False
9,Player,11,376,841,5.980179033825913,0.8041689250827507,1,False
9,Player,12,246,595,1.8598790638768925,0.24117755884298592,1,False
9,Player,13,1622,720,N/A,N/A,2,False
9,Player,14,559,786,2.2180306170365305,0.14604031216809887,2,False
9,Player,15,792,491,1.3022976748893758,0.29505821797330134,1,False
9,Player,16,385,367,0.5154873150613483,0.19275566311288575,1,False
9,Player,18,1196,805,21.03287106420159,1.4587006085747385,1,False
9,Player,19,1198,413,N/A,N/A,1,False
9,Player,20,1913,444,N/A,N/A,2,False
9,Player,26,1110,360,N/A,N/A,2,False
9,Player,28,963,276,N/A,N/A,1,False
10,Player,1,947,732,14.937699432280818,2.429737202452319,2,False
10,Player,3,360,572,5.734683272282077,0.8852289973865675,2,False
10,Player,4,1360,518,N/A,N/A,2,False
10,Player,5,651,681,12.376331177909684,1.8231231016064258,1,False
10,Player,6,1348,925,14.31536807107024,2.254035992876263,1,False
10,Player,7,1024,529,8.313227913537261,0.935961566455105,2,False
10,Player,8,910,425,8.113660317809378,1.155310066593136,2,False
10,Player,9,1265,503,N/A,N/A,1,False
10,Player,10,1306,467,N/A,N/A,2,False
10,Player,11,375,841,2.5673939332521853,0.9527449628866966,1,False
10,Player,12,247,595,3.551352745974642,0.44669565756837026,1,False
10,Player,13,1626,720,N/A,N/A,2,False
10,Player,14,560,787,11.402895998880199,0.8059301269181104,2,False
10,Player,15,792,491,3.9613297546826964,0.5243018380359574,1,False
10,Player,16,386,367,8.306163244750673,0.6734364064433646,1,False
10,Player,18,1201,811,13.721622107428088,2.252775962013864,1,False
10,Player,19,1201,413,N/A,N/A,1,False
10,Player,20,1913,445,N/A,N/A,2,False
10,Player,26,1112,360,N/A,N/A,2,False
10,Player,28,964,276,N/A,N/A,1,False
11,Player,1,961,734,14.937699432280818,2.429737202452319,2,False
11,Player,3,362,571,5.734683272282077,0.8852289973865675,2,False
11,Player,4,1363,518,N/A,N/A,2,False
11,Player,5,657,681,12.376331177909684,1.8231231016064258,1,False
11,Player,6,1337,926,14.31536807107024,2.254035992876263,1,True
11,Player,7,1026,529,8.313227913537261,0.935961566455105,2,False
11,Player,8,911,426,8.113660317809378,1.155310066593136,2,False
11,Player,9,1266,503,N/A,N/A,1,False
11,Player,10,1308,468,N/A,N/A,2,False
11,Player,11,374,842,2.5673939332521853,0.9527449628866966,1,False
11,Player,12,247,595,3.551352745974642,0.44669565756837026,1,False
11,Player,13,1629,720,N/A,N/A,2,False
11,Player,14,560,788,11.402895998880199,0.8059301269181104,2,False
11,Player,15,793,491,3.9613297546826964,0.5243018380359574,1,False
11,Player,16,386,368,8.306163244750673,0.6734364064433646,1,False
11,Player,18,1216,813,13.721622107428088,2.252775962013864,1,False
11,Player,19,1205,413,N/A,N/A,1,False
11,Player,20,1913,446,N/A,N/A,2,False
11,Player,26,1113,360,N/A,N/A,2,False
11,Player,28,965,276,N/A,N/A,1,False
11,Player,22,1213,809,N/A,N/A,1,False
12,Player,1,970,736,14.937699432280818,2.429737202452319,2,False
12,Player,3,363,573,5.734683272282077,0.8852289973865675,2,False
12,Player,4,1366,519,N/A,N/A,2,False
12,Player,5,662,681,12.376331177909684,1.8231231016064258,1,False
12,Player,6,1325,927,14.31536807107024,2.254035992876263,1,True
12,Player,7,1028,530,8.313227913537261,0.935961566455105,2,False
12,Player,8,912,427,8.113660317809378,1.155310066593136,2,False
12,Player,9,1268,504,N/A,N/A,1,False
12,Player,10,1310,468,N/A,N/A,2,False
12,Player,11,373,842,2.5673939332521853,0.9527449628866966,1,False
12,Player,12,248,596,3.551352745974642,0.44669565756837026,1,False
12,Player,13,1632,722,N/A,N/A,2,False
12,Player,14,561,791,11.402895998880199,0.8059301269181104,2,False
12,Player,15,793,491,3.9613297546826964,0.5243018380359574,1,False
12,Player,16,386,369,8.306163244750673,0.6734364064433646,1,False
12,Player,18,1225,815,13.721622107428088,2.252775962013864,1,False
12,Player,19,1209,414,N/A,N/A,1,False
12,Player,26,1115,361,N/A,N/A,2,False
12,Player,28,965,276,N/A,N/A,1,False
12,Player,22,1221,799,N/A,N/A,1,False
13,Player,1,979,736,14.937699432280818,2.429737202452319,2,False
13,Player,3,364,573,5.734683272282077,0.8852289973865675,2,False
13,Player,4,1372,520,N/A,N/A,2,False
13,Player,5,667,684,12.376331177909684,1.8231231016064258,1,False
13,Player,6,1316,928,14.31536807107024,2.254035992876263,1,True
13,Player,7,1030,531,8.313227913537261,0.935961566455105,2,False
13,Player,8,914,427,8.113660317809378,1.155310066593136,2,False
13,Player,9,1269,505,N/A,N/A,1,False
13,Player,10,1312,469,N/A,N/A,2,False
13,Player,11,371,842,2.5673939332521853,0.9527449628866966,1,False
13,Player,12,249,596,3.551352745974642,0.44669565756837026,1,False
13,Player,13,1634,729,N/A,N/A,2,False
13,Player,14,561,794,11.402895998880199,0.8059301269181104,2,False
13,Player,15,794,490,3.9613297546826964,0.5243018380359574,1,False
13,Player,16,386,369,8.306163244750673,0.6734364064433646,1,False
13,Player,18,1232,816,13.721622107428088,2.252775962013864,1,False
13,Player,19,1211,413,N/A,N/A,1,False
13,Player,26,1116,361,N/A,N/A,2,False
13,Player,28,967,276,N/A,N/A,1,False
14,Player,1,986,736,14.937699432280818,2.429737202452319,2,False
14,Player,3,365,573,5.734683272282077,0.8852289973865675,2,False
14,Player,4,1377,521,N/A,N/A,2,False
14,Player,5,672,686,12.376331177909684,1.8231231016064258,1,False
14,Player,6,1309,926,14.31536807107024,2.254035992876263,1,True
14,Player,7,1033,533,8.313227913537261,0.935961566455105,2,False
14,Player,8,917,427,8.113660317809378,1.155310066593136,2,False
14,Player,9,1271,505,N/A,N/A,1,False
14,Player,10,1314,469,N/A,N/A,2,False
14,Player,11,369,841,2.5673939332521853,0.9527449628866966,1,False
14,Player,12,250,596,3.551352745974642,0.44669565756837026,1,False
14,Player,13,1636,734,N/A,N/A,2,False
14,Player,14,562,797,11.402895998880199,0.8059301269181104,2,False
14,Player,15,794,483,3.9613297546826964,0.5243018380359574,1,False
14,Player,16,386,369,8.306163244750673,0.6734364064433646,1,False
14,Player,18,1235,815,13.721622107428088,2.252775962013864,1,False
14,Player,19,1213,414,N/A,N/A,1,False
14,Player,26,1118,361,N/A,N/A,2,False
14,Player,28,968,277,N/A,N/A,1,False
14,Player,34,1258,817,N/A,N/A,2,False
15,Player,1,991,736,20.57055560210114,3.6201628738702096,2,False
15,Player,3,367,575,2.977605736278947,1.0575441441619695,2,False
15,Player,4,1382,522,N/A,N/A,2,False
15,Player,5,676,688,10.869147039550523,2.452124666395229,1,False
15,Player,6,1296,926,14.65766359981217,3.1022804141616893,1,True
15,Player,7,1036,533,8.807013836206249,1.445626719013337,2,False
15,Player,8,919,428,5.72449701789498,1.4865888292027991,2,False
15,Player,9,1274,505,N/A,N/A,1,False
15,Player,10,1315,468,N/A,N/A,2,False
15,Player,11,366,842,4.657525326779047,1.2222776785567804,1,False
15,Player,12,251,597,6.450609945258991,0.8199948442153027,1,False
15,Player,13,1638,737,N/A,N/A,2,False
15,Player,14,563,799,2.4118286880043445,0.9455035463628063,2,False
15,Player,15,795,489,18.922877800747866,1.619375784838496,1,False
15,Player,16,386,370,5.5950586092045995,0.9972245204019641,1,False
15,Player,18,1245,816,N/A,N/A,1,False
15,Player,19,1216,415,N/A,N/A,1,False
15,Player,26,1120,362,N/A,N/A,2,False
15,Player,28,968,277,N/A,N/A,1,False
16,Player,1,996,739,20.57055560210114,3.6201628738702096,2,False
16,Player,3,368,576,2.977605736278947,1.0575441441619695,2,False
16,Player,4,1385,521,N/A,N/A,2,False
16,Player,5,681,690,10.869147039550523,2.452124666395229,1,False
16,Player,6,1283,926,14.65766359981217,3.1022804141616893,1,True
16,Player,7,1038,534,8.807013836206249,1.445626719013337,2,False
16,Player,8,921,429,5.72449701789498,1.4865888292027991,2,False
16,Player,9,1277,505,N/A,N/A,1,False
16,Player,10,1317,468,N/A,N/A,2,False
16,Player,11,364,842,4.657525326779047,1.2222776785567804,1,False
16,Player,12,253,598,6.450609945258991,0.8199948442153027,1,False
16,Player,13,1641,743,N/A,N/A,2,False
16,Player,14,564,800,2.4118286880043445,0.9455035463628063,2,False
16,Player,15,796,492,18.922877800747866,1.619375784838496,1,False
16,Player,16,386,371,5.5950586092045995,0.9972245204019641,1,False
16,Player,18,1251,812,N/A,N/A,1,False
16,Player,19,1218,415,N/A,N/A,1,False
16,Player,26,1122,362,N/A,N/A,2,False
16,Player,28,970,276,N/A,N/A,1,False
16,Player,34,1258,823,N/A,N/A,2,False
17,Player,1,1003,744,20.57055560210114,3.6201628738702096,2,False
17,Player,3,368,576,2.977605736278947,1.0575441441619695,2,False
17,Player,4,1387,521,N/A,N/A,2,False
17,Player,5,684,691,10.869147039550523,2.452124666395229,1,False
17,Player,6,1278,926,14.65766359981217,3.1022804141616893,1,True
17,Player,7,1040,535,8.807013836206249,1.445626719013337,2,False
17,Player,8,923,428,5.72449701789498,1.4865888292027991,2,False
17,Player,9,1279,505,N/A,N/A,1,False
17,Player,10,1319,467,N/A,N/A,2,False
17,Player,11,362,842,4.657525326779047,1.2222776785567804,1,False
17,Player,12,254,599,6.450609945258991,0.8199948442153027,1,False
17,Player,13,1643,749,N/A,N/A,2,False
17,Player,14,566,800,2.4118286880043445,0.9455035463628063,2,False
17,Player,15,796,496,18.922877800747866,1.619375784838496,1,False
17,Player,16,387,371,5.5950586092045995,0.9972245204019641,1,False
17,Player,18,1261,823,N/A,N/A,1,False
17,Player,19,1221,416,N/A,N/A,1,False
17,Player,26,1123,362,N/A,N/A,2,False
17,Player,28,971,277,N/A,N/A,1,False
18,Player,1,1010,748,20.57055560210114,3.6201628738702096,2,False
18,Player,3,370,576,2.977605736278947,1.0575441441619695,2,False
18,Player,4,1390,521,N/A,N/A,2,False
18,Player,5,689,692,10.869147039550523,2.452124666395229,1,False
18,Player,6,1269,928,14.65766359981217,3.1022804141616893,1,True
18,Player,7,1041,535,8.807013836206249,1.445626719013337,2,False
18,Player,8,925,428,5.72449701789498,1.4865888292027991,2,False
18,Player,9,1282,505,N/A,N/A,1,False
18,Player,10,1320,468,N/A,N/A,2,False
18,Player,11,360,844,4.657525326779047,1.2222776785567804,1,False
18,Player,12,254,599,6.450609945258991,0.8199948442153027,1,False
18,Player,13,1644,750,N/A,N/A,2,False
18,Player,14,567,800,2.4118286880043445,0.9455035463628063,2,False
18,Player,15,797,498,18.922877800747866,1.619375784838496,1,False
18,Player,16,387,372,5.5950586092045995,0.9972245204019641,1,False
18,Player,18,1262,816,N/A,N/A,1,False
18,Player,19,1223,416,N/A,N/A,1,False
18,Player,26,1126,362,N/A,N/A,2,False
18,Player,28,972,277,N/A,N/A,1,False
18,Player,22,1255,795,N/A,N/A,1,False
18,Player,34,1266,830,N/A,N/A,2,False
19,Player,1,1018,750,20.57055560210114,3.6201628738702096,2,False
19,Player,3,371,576,2.977605736278947,1.0575441441619695,2,False
19,Player,4,1394,522,N/A,N/A,2,False
19,Player,5,695,693,10.869147039550523,2.452124666395229,1,False
19,Player,6,1257,928,14.65766359981217,3.1022804141616893,1,True
19,Player,7,1042,536,8.807013836206249,1.445626719013337,2,False
19,Player,8,927,429,5.72449701789498,1.4865888292027991,2,False
19,Player,9,1283,505,N/A,N/A,1,False
19,Player,10,1323,469,N/A,N/A,2,False
19,Player,11,358,846,4.657525326779047,1.2222776785567804,1,False
19,Player,12,255,600,6.450609945258991,0.8199948442153027,1,False
19,Player,13,1644,751,N/A,N/A,2,False
19,Player,14,569,799,2.4118286880043445,0.9455035463628063,2,False
19,Player,15,798,498,18.922877800747866,1.619375784838496,1,False
19,Player,16,387,372,5.5950586092045995,0.9972245204019641,1,False
19,Player,18,1268,818,N/A,N/A,1,False
19,Player,19,1226,416,N/A,N/A,1,False
19,Player,26,1128,362,N/A,N/A,2,False
19,Player,28,973,277,N/A,N/A,1,False
19,Player,22,1266,791,N/A,N/A,1,False
19,Player,34,1266,837,N/A,N/A,2,False
20,Player,1,1025,753,11.637460536596974,4.293627025293645,2,False
20,Player,3,373,576,4.679757285165211,1.3283634314979191,2,False
20,Player,4,1399,523,N/A,N/A,2,False
20,Player,5,699,694,13.651941403708149,3.2421675717024137,1,False
20,Player,6,1243,928,16.334186107230796,4.0475458138856935,1,True
20,Player,7,1043,538,10.630470630875822,2.0608159916334654,2,False
20,Player,8,930,429,5.908575793531052,1.8285202987358462,2,False
20,Player,9,1285,505,N/A,N/A,1,False
20,Player,10,1324,469,N/A,N/A,2,False
20,Player,11,356,847,9.920777379892812,1.79639673989317,1,False
20,Player,12,256,601,3.2953115837230698,1.0106957460511286,1,False
20,Player,13,1643,751,N/A,N/A,2,False
20,Player,14,571,799,10.01628257284566,1.5251495285876708,2,False
20,Player,15,799,499,2.1473688470459615,1.7436448153388409,1,False
20,Player,16,387,372,5.397209723181793,1.3095630460490586,1,False
20,Player,19,1229,416,N/A,N/A,1,False
20,Player,26,1131,363,N/A,N/A,2,False
20,Player,28,974,277,N/A,N/A,1,False
20,Player,22,1272,802,8.607068900228029,0.8358059096475656,1,False
20,Player,34,1266,846,13.448108245968692,0.7782470049750401,2,False
21,Player,1,1030,755,11.637460536596974,4.293627025293645,2,False
21,Player,3,375,576,4.679757285165211,1.3283634314979191,2,False
21,Player,4,1402,523,N/A,N/A,2,False
21,Player,5,703,697,13.651941403708149,3.2421675717024137,1,False
21,Player,6,1233,928,16.334186107230796,4.0475458138856935,1,True
21,Player,7,1046,540,10.630470630875822,2.0608159916334654,2,False
21,Player,8,933,429,5.908575793531052,1.8285202987358462,2,False
21,Player,9,1287,505,N/A,N/A,1,False
21,Player,10,1325,469,N/A,N/A,2,False
21,Player,11,354,850,9.920777379892812,1.79639673989317,1,False
21,Player,12,256,601,3.2953115837230698,1.0106957460511286,1,False
21,Player,13,1644,751,N/A,N/A,2,False
21,Player,14,574,799,10.01628257284566,1.5251495285876708,2,False
21,Player,15,800,499,2.1473688470459615,1.7436448153388409,1,False
21,Player,16,387,372,5.397209723181793,1.3095630460490586,1,False
21,Player,19,1232,416,N/A,N/A,1,False
21,Player,26,1133,363,N/A,N/A,2,False
21,Player,28,975,278,N/A,N/A,1,False
21,Player,22,1274,796,8.607068900228029,0.8358059096475656,1,False
21,Player,34,1266,853,13.448108245968692,0.7782470049750401,2,False
22,Player,1,1036,755,11.637460536596974,4.293627025293645,2,False
22,Player,3,376,576,4.679757285165211,1.3283634314979191,2,False
22,Player,4,1405,524,N/A,N/A,2,False
22,Player,5,707,699,13.651941403708149,3.2421675717024137,1,False
22,Player,6,1223,927,16.334186107230796,4.0475458138856935,1,True
22,Player,7,1048,542,10.630470630875822,2.0608159916334654,2,False
22,Player,8,935,430,5.908575793531052,1.8285202987358462,2,False
22,Player,9,1289,505,N/A,N/A,1,False
22,Player,10,1326,469,N/A,N/A,2,False
22,Player,11,352,854,9.920777379892812,1.79639673989317,1,False
22,Player,12,256,602,3.2953115837230698,1.0106957460511286,1,False
22,Player,13,1644,754,N/A,N/A,2,False
22,Player,14,578,797,10.01628257284566,1.5251495285876708,2,False
22,Player,15,801,499,2.1473688470459615,1.7436448153388409,1,False
22,Player,16,387,372,5.397209723181793,1.3095630460490586,1,False
22,Player,19,1235,417,N/A,N/A,1,False
22,Player,26,1136,363,N/A,N/A,2,False
22,Player,28,976,278,N/A,N/A,1,False
22,Player,22,1274,792,8.607068900228029,0.8358059096475656,1,False
22,Player,34,1267,858,13.448108245968692,0.7782470049750401,2,False
23,Player,1,1046,754,11.637460536596974,4.293627025293645,2,False
23,Player,3,378,577,4.679757285165211,1.3283634314979191,2,False
23,Player,4,1408,525,N/A,N/A,2,False
23,Player,5,711,700,13.651941403708149,3.2421675717024137,1,False
23,Player,6,1213,928,16.334186107230796,4.0475458138856935,1,True
23,Player,7,1050,544,10.630470630875822,2.0608159916334654,2,False
23,Player,8,936,430,5.908575793531052,1.8285202987358462,2,False
23,Player,9,1292,506,N/A,N/A,1,False
23,Player,10,1327,469,N/A,N/A,2,False
23,Player,11,350,856,9.920777379892812,1.79639673989317,1,False
23,Player,12,257,602,3.2953115837230698,1.0106957460511286,1,False
23,Player,13,1645,758,N/A,N/A,2,False
23,Player,14,584,795,10.01628257284566,1.5251495285876708,2,False
23,Player,15,802,499,2.1473688470459615,1.7436448153388409,1,False
23,Player,16,386,372,5.397209723181793,1.3095630460490586,1,False
23,Player,19,1237,417,N/A,N/A,1,False
23,Player,26,1141,364,N/A,N/A,2,False
23,Player,28,977,278,N/A,N/A,1,False
23,Player,22,1275,791,8.607068900228029,0.8358059096475656,1,False
23,Player,34,1267,860,13.448108245968692,0.7782470049750401,2,False
24,Player,1,1055,754,11.637460536596974,4.293627025293645,2,False
