Frame,Object Type,Object ID,X,Y,Speed (m/s),Distance (m),Team,Has Ball
101,Player,6,796,895,11.74515187831731,13.379820410424525,1,False
101,Player,7,1113,546,3.927590028899079,7.25661127125158,2,False
101,Player,8,1121,447,N/A,N/A,2,False
101,Player,9,1472,520,N/A,N/A,1,False
101,Player,10,1462,469,N/A,N/A,2,False
101,Player,11,239,797,12.991446633648895,9.64057763840529,1,True
101,Player,12,398,558,17.739790134008715,7.868541412210501,1,False
101,Player,13,1456,696,N/A,N/A,2,False
101,Player,14,525,750,16.69497647876379,10.255209898601299,2,False
101,Player,15,979,503,10.411174560096839,8.21276393115856,1,False
101,Player,16,721,367,26.442223921009315,14.83684245751813,1,False
101,Player,19,1424,438,N/A,N/A,1,False
101,Player,26,1380,403,N/A,N/A,2,False
101,Player,22,1393,673,N/A,N/A,1,False
101,Player,34,1154,811,17.256471270929595,11.938594968208452,2,False
101,Player,28,1248,295,N/A,N/A,1,False
102,Player,1,1101,713,15.992527089545913,9.604826064660429,2,False
102,Player,3,572,560,12.744883154833733,7.500821712487724,2,False
102,Player,4,1539,582,N/A,N/A,2,False
102,Player,5,982,713,15.807339929214406,12.112369008785627,1,False
102,Player,6,802,893,11.74515187831731,13.379820410424525,1,False
102,Player,7,1114,546,3.927590028899079,7.25661127125158,2,False
102,Player,8,1124,448,N/A,N/A,2,False
102,Player,9,1477,521,N/A,N/A,1,False
102,Player,10,1464,472,N/A,N/A,2,False
102,Player,11,244,795,12.991446633648895,9.64057763840529,1,True
102,Player,12,405,557,17.739790134008715,7.868541412210501,1,False
102,Player,13,1457,692,N/A,N/A,2,False
102,Player,14,524,745,16.69497647876379,10.255209898601299,2,False
102,Player,15,984,502,10.411174560096839,8.21276393115856,1,False
102,Player,16,730,366,26.442223921009315,14.83684245751813,1,False
102,Player,19,1426,437,N/A,N/A,1,False
102,Player,26,1382,403,N/A,N/A,2,False
102,Player,22,1398,672,N/A,N/A,1,False
102,Player,34,1162,811,17.256471270929595,11.938594968208452,2,False
102,Player,28,1255,296,N/A,N/A,1,False
103,Player,1,1106,710,15.992527089545913,9.604826064660429,2,False
103,Player,3,578,559,12.744883154833733,7.500821712487724,2,False
103,Player,4,1541,583,N/A,N/A,2,False
103,Player,5,987,710,15.807339929214406,12.112369008785627,1,False
103,Player,6,807,891,11.74515187831731,13.379820410424525,1,False
103,Player,7,1116,546,3.927590028899079,7.25661127125158,2,False
103,Player,8,1128,448,N/A,N/A,2,False
103,Player,9,1481,522,N/A,N/A,1,False
103,Player,10,1466,473,N/A,N/A,2,False
103,Player,11,250,793,12.991446633648895,9.64057763840529,1,True
103,Player,12,414,557,17.739790134008715,7.868541412210501,1,False
103,Player,13,1459,691,N/A,N/A,2,False
103,Player,14,523,742,16.69497647876379,10.255209898601299,2,False
103,Player,15,988,502,10.411174560096839,8.21276393115856,1,False
103,Player,16,739,368,26.442223921009315,14.83684245751813,1,False
103,Player,19,1429,439,N/A,N/A,1,False
103,Player,26,1386,404,N/A,N/A,2,False
103,Player,22,1402,669,N/A,N/A,1,False
103,Player,34,1170,808,17.256471270929595,11.938594968208452,2,False
103,Player,28,1262,298,N/A,N/A,1,False
104,Player,1,1111,706,15.992527089545913,9.604826064660429,2,False
104,Player,3,584,559,12.744883154833733,7.500821712487724,2,False
104,Player,4,1543,581,N/A,N/A,2,False
104,Player,5,993,708,15.807339929214406,12.112369008785627,1,False
104,Player,6,812,888,11.74515187831731,13.379820410424525,1,False
104,Player,7,1119,546,3.927590028899079,7.25661127125158,2,False
104,Player,8,1133,446,N/A,N/A,2,False
104,Player,9,1485,522,N/A,N/A,1,False
104,Player,10,1468,474,N/A,N/A,2,False
104,Player,11,256,790,12.991446633648895,9.64057763840529,1,True
104,Player,12,424,555,17.739790134008715,7.868541412210501,1,False
104,Player,13,1460,690,N/A,N/A,2,False
104,Player,14,524,741,16.69497647876379,10.255209898601299,2,False
104,Player,15,993,502,10.411174560096839,8.21276393115856,1,False
104,Player,16,748,368,26.442223921009315,14.83684245751813,1,False
104,Player,19,1432,439,N/A,N/A,1,False
104,Player,26,1391,404,N/A,N/A,2,False
104,Player,22,1407,666,N/A,N/A,1,False
104,Player,34,1179,805,17.256471270929595,11.938594968208452,2,False
104,Player,28,1268,299,N/A,N/A,1,False
105,Player,1,1116,703,11.327640619596695,10.260360822738942,2,False
105,Player,3,592,558,12.905777470062116,8.247683834597801,2,False
105,Player,4,1544,579,N/A,N/A,2,False
105,Player,5,998,705,12.312080400064852,12.824873661567159,1,False
105,Player,6,819,885,12.890748841174387,14.12581282021471,1,False
105,Player,7,1123,544,10.845186828878346,7.884226249774632,2,False
105,Player,8,1138,446,N/A,N/A,2,False
105,Player,9,1489,521,N/A,N/A,1,False
105,Player,10,1471,471,N/A,N/A,2,False
105,Player,11,263,787,27.7685538212537,11.247554132690805,1,True
105,Player,12,434,553,20.2492174574823,9.040371126185171,1,False
105,Player,13,1462,689,N/A,N/A,2,False
105,Player,14,528,738,23.935040383969096,11.640339550451362,2,False
105,Player,15,997,502,9.656783618040432,8.771605575721086,1,False
105,Player,16,759,368,25.122691100808026,16.2907018962223,1,False
105,Player,19,1438,440,N/A,N/A,1,False
105,Player,26,1395,404,N/A,N/A,2,False
105,Player,22,1412,663,N/A,N/A,1,False
105,Player,34,1188,802,19.66745253461811,13.076757730628481,2,False
105,Player,28,1275,300,N/A,N/A,1,False
106,Player,1,1121,701,11.327640619596695,10.260360822738942,2,False
106,Player,3,598,557,12.905777470062116,8.247683834597801,2,False
106,Player,4,1546,577,N/A,N/A,2,False
106,Player,5,1004,703,12.312080400064852,12.824873661567159,1,False
106,Player,6,825,882,12.890748841174387,14.12581282021471,1,False
106,Player,7,1127,541,10.845186828878346,7.884226249774632,2,False
106,Player,8,1143,445,N/A,N/A,2,False
106,Player,9,1493,521,N/A,N/A,1,False
106,Player,10,1475,469,N/A,N/A,2,False
106,Player,11,271,783,27.7685538212537,11.247554132690805,1,True
106,Player,12,444,550,20.2492174574823,9.040371126185171,1,False
106,Player,13,1465,687,N/A,N/A,2,False
106,Player,14,533,735,23.935040383969096,11.640339550451362,2,False
106,Player,15,1001,502,9.656783618040432,8.771605575721086,1,False
106,Player,16,768,369,25.122691100808026,16.2907018962223,1,False
106,Player,19,1443,441,N/A,N/A,1,False
106,Player,26,1399,404,N/A,N/A,2,False
106,Player,22,1417,661,N/A,N/A,1,False
106,Player,34,1198,798,19.66745253461811,13.076757730628481,2,False
106,Player,28,1282,301,N/A,N/A,1,False
107,Player,1,1126,699,11.327640619596695,10.260360822738942,2,False
107,Player,3,606,556,12.905777470062116,8.247683834597801,2,False
107,Player,4,1549,575,N/A,N/A,2,False
107,Player,5,1009,702,12.312080400064852,12.824873661567159,1,False
107,Player,6,833,879,12.890748841174387,14.12581282021471,1,False
107,Player,7,1132,539,10.845186828878346,7.884226249774632,2,False
107,Player,8,1150,445,N/A,N/A,2,False
107,Player,9,1497,522,N/A,N/A,1,False
107,Player,10,1479,471,N/A,N/A,2,False
107,Player,11,280,778,27.7685538212537,11.247554132690805,1,True
107,Player,12,455,549,20.2492174574823,9.040371126185171,1,False
107,Player,13,1469,684,N/A,N/A,2,False
107,Player,14,539,731,23.935040383969096,11.640339550451362,2,False
107,Player,15,1006,503,9.656783618040432,8.771605575721086,1,False
107,Player,16,780,369,25.122691100808026,16.2907018962223,1,False
107,Player,19,1448,442,N/A,N/A,1,False
107,Player,26,1404,404,N/A,N/A,2,False
107,Player,22,1424,661,N/A,N/A,1,False
107,Player,34,1208,794,19.66745253461811,13.076757730628481,2,False
107,Player,28,1290,302,N/A,N/A,1,False
108,Player,1,1130,698,11.327640619596695,10.260360822738942,2,False
108,Player,3,614,555,12.905777470062116,8.247683834597801,2,False
108,Player,4,1552,577,N/A,N/A,2,False
108,Player,5,1017,700,12.312080400064852,12.824873661567159,1,False
108,Player,6,842,877,12.890748841174387,14.12581282021471,1,False
108,Player,7,1136,539,10.845186828878346,7.884226249774632,2,False
108,Player,8,1155,445,N/A,N/A,2,False
108,Player,9,1502,522,N/A,N/A,1,False
108,Player,10,1482,476,N/A,N/A,2,False
108,Player,11,289,771,27.7685538212537,11.247554132690805,1,True
108,Player,12,465,547,20.2492174574823,9.040371126185171,1,False
108,Player,13,1474,682,N/A,N/A,2,False
108,Player,14,545,726,23.935040383969096,11.640339550451362,2,False
108,Player,15,1012,503,9.656783618040432,8.771605575721086,1,False
108,Player,16,791,370,25.122691100808026,16.2907018962223,1,False
108,Player,19,1452,443,N/A,N/A,1,False
108,Player,26,1409,405,N/A,N/A,2,False
108,Player,22,1430,659,N/A,N/A,1,False
108,Player,34,1219,792,19.66745253461811,13.076757730628481,2,False
108,Player,28,1298,304,N/A,N/A,1,False
109,Player,1,1134,697,11.327640619596695,10.260360822738942,2,False
109,Player,3,621,554,12.905777470062116,8.247683834597801,2,False
109,Player,4,1552,577,N/A,N/A,2,False
109,Player,5,1024,699,12.312080400064852,12.824873661567159,1,False
109,Player,6,850,875,12.890748841174387,14.12581282021471,1,False
109,Player,7,1139,538,10.845186828878346,7.884226249774632,2,False
109,Player,8,1159,446,N/A,N/A,2,False
109,Player,9,1507,522,N/A,N/A,1,False
109,Player,10,1486,478,N/A,N/A,2,False
109,Player,11,298,765,27.7685538212537,11.247554132690805,1,True
109,Player,12,475,547,20.2492174574823,9.040371126185171,1,False
109,Player,13,1478,678,N/A,N/A,2,False
109,Player,14,551,721,23.935040383969096,11.640339550451362,2,False
109,Player,15,1019,502,9.656783618040432,8.771605575721086,1,False
109,Player,16,802,370,25.122691100808026,16.2907018962223,1,False
109,Player,19,1457,444,N/A,N/A,1,False
109,Player,26,1414,406,N/A,N/A,2,False
109,Player,22,1436,658,N/A,N/A,1,False
109,Player,34,1228,790,19.66745253461811,13.076757730628481,2,False
109,Player,28,1305,305,N/A,N/A,1,False
110,Player,1,1139,695,16.112516650886196,11.192798128924487,2,False
110,Player,3,628,554,18.004627738101515,9.28961831018238,2,False
110,Player,4,1554,577,N/A,N/A,2,False
110,Player,5,1031,698,19.38994829326633,13.946977150760812,1,False
110,Player,6,857,873,12.711668386317966,14.861441777756259,1,False
110,Player,7,1143,539,14.928619951650223,8.74815101549513,2,False
110,Player,8,1163,447,N/A,N/A,2,False
110,Player,9,1512,523,N/A,N/A,1,False
110,Player,10,1488,478,N/A,N/A,2,False
110,Player,11,307,759,18.76462490707361,12.33346992592423,1,True
110,Player,12,484,545,22.51622976731353,10.343393682163963,1,False
110,Player,13,1483,675,N/A,N/A,2,False
110,Player,14,555,716,13.319336937987265,12.411134512140439,2,False
110,Player,15,1026,502,11.604993793689035,9.44319086470772,1,False
110,Player,16,813,370,24.276155352147764,17.695571997619737,1,False
110,Player,19,1461,445,N/A,N/A,1,False
110,Player,26,1417,407,N/A,N/A,2,False
110,Player,22,1443,656,N/A,N/A,1,False
110,Player,34,1238,788,16.675044649020222,14.041748740409744,2,False
110,Player,28,1312,307,N/A,N/A,1,False
111,Player,1,1144,694,16.112516650886196,11.192798128924487,2,False
111,Player,3,636,553,18.004627738101515,9.28961831018238,2,False
111,Player,4,1556,577,N/A,N/A,2,False
111,Player,5,1038,696,19.38994829326633,13.946977150760812,1,False
111,Player,6,863,871,12.711668386317966,14.861441777756259,1,False
111,Player,7,1147,540,14.928619951650223,8.74815101549513,2,False
111,Player,8,1168,446,N/A,N/A,2,False
111,Player,9,1516,523,N/A,N/A,1,False
111,Player,10,1492,479,N/A,N/A,2,False
111,Player,11,315,754,18.76462490707361,12.33346992592423,1,True
111,Player,12,493,545,22.51622976731353,10.343393682163963,1,False
111,Player,13,1487,673,N/A,N/A,2,False
111,Player,14,557,713,13.319336937987265,12.411134512140439,2,False
111,Player,15,1033,502,11.604993793689035,9.44319086470772,1,False
111,Player,16,823,371,24.276155352147764,17.695571997619737,1,False
111,Player,19,1465,446,N/A,N/A,1,False
111,Player,26,1421,409,N/A,N/A,2,False
111,Player,22,1449,654,N/A,N/A,1,False
111,Player,34,1248,787,16.675044649020222,14.041748740409744,2,False
111,Player,28,1320,309,N/A,N/A,1,False
112,Player,1,1151,691,16.112516650886196,11.192798128924487,2,False
112,Player,3,645,552,18.004627738101515,9.28961831018238,2,False
112,Player,4,1559,576,N/A,N/A,2,False
112,Player,5,1045,693,19.38994829326633,13.946977150760812,1,False
112,Player,6,870,869,12.711668386317966,14.861441777756259,1,False
112,Player,7,1151,539,14.928619951650223,8.74815101549513,2,False
112,Player,8,1174,446,N/A,N/A,2,False
112,Player,9,1522,523,N/A,N/A,1,False
112,Player,10,1495,479,N/A,N/A,2,False
112,Player,11,326,753,18.76462490707361,12.33346992592423,1,True
112,Player,12,503,544,22.51622976731353,10.343393682163963,1,False
112,Player,13,1491,671,N/A,N/A,2,False
112,Player,14,560,711,13.319336937987265,12.411134512140439,2,False
112,Player,15,1039,502,11.604993793689035,9.44319086470772,1,False
112,Player,16,832,371,24.276155352147764,17.695571997619737,1,False
112,Player,19,1469,446,N/A,N/A,1,False
112,Player,26,1425,408,N/A,N/A,2,False
112,Player,22,1455,651,N/A,N/A,1,False
112,Player,34,1257,787,16.675044649020222,14.041748740409744,2,False
112,Player,28,1326,311,N/A,N/A,1,False
113,Player,1,1157,690,16.112516650886196,11.192798128924487,2,False
113,Player,3,653,550,18.004627738101515,9.28961831018238,2,False
113,Player,4,1562,575,N/A,N/A,2,False
113,Player,5,1051,689,19.38994829326633,13.946977150760812,1,False
113,Player,6,878,868,12.711668386317966,14.861441777756259,1,False
113,Player,7,1155,538,14.928619951650223,8.74815101549513,2,False
113,Player,8,1180,445,N/A,N/A,2,False
113,Player,9,1528,524,N/A,N/A,1,False
113,Player,10,1498,481,N/A,N/A,2,False
113,Player,11,336,751,18.76462490707361,12.33346992592423,1,True
113,Player,12,514,542,22.51622976731353,10.343393682163963,1,False
113,Player,13,1495,669,N/A,N/A,2,False
113,Player,14,565,709,13.319336937987265,12.411134512140439,2,False
113,Player,15,1044,503,11.604993793689035,9.44319086470772,1,False
113,Player,16,842,371,24.276155352147764,17.695571997619737,1,False
113,Player,19,1474,447,N/A,N/A,1,False
113,Player,26,1430,408,N/A,N/A,2,False
113,Player,22,1461,649,N/A,N/A,1,False
113,Player,34,1266,785,16.675044649020222,14.041748740409744,2,False
113,Player,28,1333,312,N/A,N/A,1,False
114,Player,1,1163,687,16.112516650886196,11.192798128924487,2,False
114,Player,3,660,548,18.004627738101515,9.28961831018238,2,False
114,Player,4,1566,574,N/A,N/A,2,False
114,Player,5,1058,687,19.38994829326633,13.946977150760812,1,False
114,Player,6,885,866,12.711668386317966,14.861441777756259,1,False
114,Player,7,1161,536,14.928619951650223,8.74815101549513,2,False
114,Player,8,1186,445,N/A,N/A,2,False
114,Player,9,1534,524,N/A,N/A,1,False
114,Player,10,1501,483,N/A,N/A,2,False
114,Player,11,348,749,18.76462490707361,12.33346992592423,1,True
114,Player,12,525,540,22.51622976731353,10.343393682163963,1,False
114,Player,13,1499,668,N/A,N/A,2,False
114,Player,14,572,708,13.319336937987265,12.411134512140439,2,False
114,Player,15,1049,503,11.604993793689035,9.44319086470772,1,False
114,Player,16,851,372,24.276155352147764,17.695571997619737,1,False
114,Player,19,1479,448,N/A,N/A,1,False
114,Player,26,1435,409,N/A,N/A,2,False
114,Player,22,1468,648,N/A,N/A,1,False
114,Player,34,1276,783,16.675044649020222,14.041748740409744,2,False
114,Player,28,1340,314,N/A,N/A,1,False
115,Player,1,1167,685,11.967254555869587,11.885347582389162,2,False
115,Player,3,667,548,20.048024195840338,10.449804895589807,2,False
115,Player,4,1568,573,N/A,N/A,2,False
115,Player,5,1063,685,16.36678509337368,14.894129065886604,1,False
115,Player,6,891,863,17.339405709719415,15.864879608179836,1,False
115,Player,7,1165,533,11.906139946405464,9.437163743875077,2,False
115,Player,8,1191,445,N/A,N/A,2,False
115,Player,9,1540,524,N/A,N/A,1,False
115,Player,10,1504,482,N/A,N/A,2,False
115,Player,11,357,746,38.152769265942084,14.541384813999583,1,True
115,Player,12,535,538,23.427651117495195,11.699160529241231,1,False
115,Player,13,1502,668,N/A,N/A,2,False
115,Player,14,579,706,14.81757300961994,13.268632950197148,2,False
115,Player,15,1053,503,17.34254701766173,10.446810483785367,1,False
115,Player,16,859,372,30.76735794911475,19.476090397452765,1,False
115,Player,19,1482,451,N/A,N/A,1,False
115,Player,26,1438,409,N/A,N/A,2,False
115,Player,22,1472,648,N/A,N/A,1,False
115,Player,34,1284,781,23.519379496042056,15.402823942726993,2,False
115,Player,28,1347,316,N/A,N/A,1,False
116,Player,1,1173,684,11.967254555869587,11.885347582389162,2,False
116,Player,3,675,547,20.048024195840338,10.449804895589807,2,False
116,Player,4,1571,571,N/A,N/A,2,False
116,Player,5,1068,685,16.36678509337368,14.894129065886604,1,False
116,Player,6,900,861,17.339405709719415,15.864879608179836,1,False
116,Player,7,1168,529,11.906139946405464,9.437163743875077,2,False
116,Player,8,1193,446,N/A,N/A,2,False
116,Player,9,1544,525,N/A,N/A,1,False
116,Player,10,1509,483,N/A,N/A,2,False
116,Player,11,368,742,38.152769265942084,14.541384813999583,1,True
116,Player,12,545,536,23.427651117495195,11.699160529241231,1,False
116,Player,13,1506,669,N/A,N/A,2,False
116,Player,14,587,703,14.81757300961994,13.268632950197148,2,False
116,Player,15,1058,503,17.34254701766173,10.446810483785367,1,False
116,Player,16,869,373,30.76735794911475,19.476090397452765,1,False
116,Player,19,1488,450,N/A,N/A,1,False
116,Player,26,1444,410,N/A,N/A,2,False
116,Player,22,1478,648,N/A,N/A,1,False
116,Player,34,1294,778,23.519379496042056,15.402823942726993,2,False
116,Player,28,1355,317,N/A,N/A,1,False
117,Player,1,1177,683,11.967254555869587,11.885347582389162,2,False
117,Player,3,683,547,20.048024195840338,10.449804895589807,2,False
117,Player,4,1574,572,N/A,N/A,2,False
117,Player,5,1073,684,16.36678509337368,14.894129065886604,1,False
117,Player,6,910,859,17.339405709719415,15.864879608179836,1,False
117,Player,7,1173,527,11.906139946405464,9.437163743875077,2,False
117,Player,8,1200,447,N/A,N/A,2,False
117,Player,9,1547,525,N/A,N/A,1,False
117,Player,10,1513,482,N/A,N/A,2,False
117,Player,11,379,735,38.152769265942084,14.541384813999583,1,True
117,Player,12,555,535,23.427651117495195,11.699160529241231,1,False
117,Player,13,1511,668,N/A,N/A,2,False
117,Player,14,593,701,14.81757300961994,13.268632950197148,2,False
117,Player,15,1063,503,17.34254701766173,10.446810483785367,1,False
117,Player,16,878,373,30.76735794911475,19.476090397452765,1,False
117,Player,19,1492,452,N/A,N/A,1,False
117,Player,26,1448,412,N/A,N/A,2,False
117,Player,22,1484,648,N/A,N/A,1,False
117,Player,34,1303,775,23.519379496042056,15.402823942726993,2,False
117,Player,28,1363,318,N/A,N/A,1,False
118,Player,1,1181,682,11.967254555869587,11.885347582389162,2,False
118,Player,3,689,546,20.048024195840338,10.449804895589807,2,False
118,Player,4,1577,573,N/A,N/A,2,False
118,Player,5,1080,683,16.36678509337368,14.894129065886604,1,False
118,Player,6,919,856,17.339405709719415,15.864879608179836,1,False
118,Player,7,1176,528,11.906139946405464,9.437163743875077,2,False
118,Player,8,1204,448,N/A,N/A,2,False
118,Player,9,1550,526,N/A,N/A,1,False
118,Player,10,1516,482,N/A,N/A,2,False
118,Player,11,391,726,38.152769265942084,14.541384813999583,1,True
118,Player,12,565,535,23.427651117495195,11.699160529241231,1,False
118,Player,13,1515,666,N/A,N/A,2,False
118,Player,14,597,698,14.81757300961994,13.268632950197148,2,False
118,Player,15,1070,503,17.34254701766173,10.446810483785367,1,False
118,Player,16,887,374,30.76735794911475,19.476090397452765,1,False
118,Player,19,1497,453,N/A,N/A,1,False
118,Player,26,1452,414,N/A,N/A,2,False
118,Player,22,1491,649,N/A,N/A,1,False
118,Player,34,1311,770,23.519379496042056,15.402823942726993,2,False
118,Player,28,1370,319,N/A,N/A,1,False
119,Player,1,1184,681,11.967254555869587,11.885347582389162,2,False
119,Player,3,697,545,20.048024195840338,10.449804895589807,2,False
119,Player,4,1579,573,N/A,N/A,2,False
119,Player,5,1086,680,16.36678509337368,14.894129065886604,1,False
119,Player,6,927,854,17.339405709719415,15.864879608179836,1,False
119,Player,7,1179,530,11.906139946405464,9.437163743875077,2,False
119,Player,8,1209,447,N/A,N/A,2,False
119,Player,9,1555,526,N/A,N/A,1,False
119,Player,10,1519,482,N/A,N/A,2,False
119,Player,11,403,717,38.152769265942084,14.541384813999583,1,True
119,Player,12,573,534,23.427651117495195,11.699160529241231,1,False
119,Player,13,1518,663,N/A,N/A,2,False
119,Player,14,601,695,14.81757300961994,13.268632950197148,2,False
119,Player,15,1077,503,17.34254701766173,10.446810483785367,1,False
119,Player,16,896,374,30.76735794911475,19.476090397452765,1,False
119,Player,19,1502,453,N/A,N/A,1,False
119,Player,26,1456,414,N/A,N/A,2,False
119,Player,22,1497,647,N/A,N/A,1,False
119,Player,34,1321,767,23.519379496042056,15.402823942726993,2,False
119,Player,28,1377,321,N/A,N/A,1,False
119,Player,91,19,534,N/A,N/A,1,False
120,Player,1,1188,680,20.80636069876886,13.089419382086435,2,False
120,Player,3,706,543,15.187279260756787,11.328698371328047,2,False
120,Player,4,1582,574,N/A,N/A,2,False
120,Player,5,1093,677,19.840327221332156,16.042296150454437,1,False
120,Player,6,935,852,14.61330455888405,16.710556955337477,1,False
120,Player,7,1182,530,17.06057681889409,10.424465643116633,2,False
120,Player,8,1214,447,N/A,N/A,2,False
120,Player,9,1559,527,N/A,N/A,1,False
120,Player,10,1522,484,N/A,N/A,2,False
120,Player,11,415,712,20.078463001881772,15.70333290438626,1,True
120,Player,12,582,532,13.592723303880481,12.485776461178759,1,False
120,Player,13,1521,660,N/A,N/A,2,False
120,Player,14,605,696,21.928113814312354,14.537621018155038,2,False
120,Player,15,1084,502,13.011797684911114,11.1998080349955,1,False
120,Player,16,906,375,13.62764358582164,20.264727179039667,1,False
120,Player,19,1506,452,N/A,N/A,1,False
120,Player,26,1460,415,N/A,N/A,2,False
120,Player,22,1502,643,N/A,N/A,1,False
120,Player,34,1330,766,11.122599811117968,16.046492913277802,2,False
120,Player,28,1385,322,N/A,N/A,1,False
120,Player,91,30,531,N/A,N/A,1,False
121,Player,1,1193,679,20.80636069876886,13.089419382086435,2,False
121,Player,3,714,542,15.187279260756787,11.328698371328047,2,False
121,Player,4,1584,574,N/A,N/A,2,False
121,Player,5,1099,675,19.840327221332156,16.042296150454437,1,False
121,Player,6,941,849,14.61330455888405,16.710556955337477,1,False
121,Player,7,1186,531,17.06057681889409,10.424465643116633,2,False
121,Player,8,1220,447,N/A,N/A,2,False
121,Player,9,1562,526,N/A,N/A,1,False
121,Player,10,1523,484,N/A,N/A,2,False
121,Player,11,425,710,20.078463001881772,15.70333290438626,1,True
121,Player,12,591,532,13.592723303880481,12.485776461178759,1,False
121,Player,13,1525,657,N/A,N/A,2,False
121,Player,14,612,696,21.928113814312354,14.537621018155038,2,False
121,Player,15,1089,502,13.011797684911114,11.1998080349955,1,False
121,Player,16,916,375,13.62764358582164,20.264727179039667,1,False
121,Player,19,1511,450,N/A,N/A,1,False
121,Player,26,1464,416,N/A,N/A,2,False
121,Player,22,1508,641,N/A,N/A,1,False
121,Player,34,1339,766,11.122599811117968,16.046492913277802,2,False
121,Player,91,44,531,N/A,N/A,1,False
122,Player,1,1198,678,20.80636069876886,13.089419382086435,2,False
122,Player,3,721,542,15.187279260756787,11.328698371328047,2,False
122,Player,4,1586,573,N/A,N/A,2,False
122,Player,5,1104,673,19.840327221332156,16.042296150454437,1,False
122,Player,6,947,848,14.61330455888405,16.710556955337477,1,False
122,Player,7,1191,529,17.06057681889409,10.424465643116633,2,False
122,Player,8,1224,446,N/A,N/A,2,False
122,Player,9,1565,526,N/A,N/A,1,False
122,Player,10,1524,486,N/A,N/A,2,False
122,Player,11,435,708,20.078463001881772,15.70333290438626,1,True
122,Player,12,601,531,13.592723303880481,12.485776461178759,1,False
122,Player,13,1528,656,N/A,N/A,2,False
122,Player,14,617,694,21.928113814312354,14.537621018155038,2,False
122,Player,15,1094,502,13.011797684911114,11.1998080349955,1,False
122,Player,16,924,375,13.62764358582164,20.264727179039667,1,False
122,Player,19,1515,453,N/A,N/A,1,False
122,Player,26,1467,416,N/A,N/A,2,False
122,Player,22,1512,640,N/A,N/A,1,False
122,Player,34,1347,765,11.122599811117968,16.046492913277802,2,False
122,Player,91,58,530,N/A,N/A,1,False
122,Player,28,1397,325,N/A,N/A,1,False
123,Player,1,1204,676,20.80636069876886,13.089419382086435,2,False
123,Player,3,728,540,15.187279260756787,11.328698371328047,2,False
123,Player,4,1589,572,N/A,N/A,2,False
123,Player,5,1109,670,19.840327221332156,16.042296150454437,1,False
123,Player,6,954,846,14.61330455888405,16.710556955337477,1,False
123,Player,7,1195,528,17.06057681889409,10.424465643116633,2,False
123,Player,8,1227,446,N/A,N/A,2,False
123,Player,9,1568,526,N/A,N/A,1,False
123,Player,10,1525,486,N/A,N/A,2,False
123,Player,11,444,705,20.078463001881772,15.70333290438626,1,True
123,Player,12,610,530,13.592723303880481,12.485776461178759,1,False
123,Player,13,1528,655,N/A,N/A,2,False
123,Player,14,621,691,21.928113814312354,14.537621018155038,2,False
123,Player,15,1098,502,13.011797684911114,11.1998080349955,1,False
123,Player,16,932,376,13.62764358582164,20.264727179039667,1,False
123,Player,19,1519,454,N/A,N/A,1,False
123,Player,26,1471,416,N/A,N/A,2,False
123,Player,22,1517,645,N/A,N/A,1,False
123,Player,34,1355,763,11.122599811117968,16.046492913277802,2,False
123,Player,91,72,530,N/A,N/A,1,False
123,Player,28,1402,327,N/A,N/A,1,False
124,Player,1,1208,672,20.80636069876886,13.089419382086435,2,False
124,Player,3,735,540,15.187279260756787,11.328698371328047,2,False
124,Player,4,1591,571,N/A,N/A,2,False
124,Player,5,1114,668,19.840327221332156,16.042296150454437,1,False
124,Player,6,960,844,14.61330455888405,16.710556955337477,1,False
124,Player,7,1199,527,17.06057681889409,10.424465643116633,2,False
124,Player,8,1230,447,N/A,N/A,2,False
124,Player,9,1571,527,N/A,N/A,1,False
124,Player,10,1526,485,N/A,N/A,2,False
124,Player,11,454,703,20.078463001881772,15.70333290438626,1,True
124,Player,12,618,530,13.592723303880481,12.485776461178759,1,False
124,Player,14,625,688,21.928113814312354,14.537621018155038,2,False
124,Player,15,1103,502,13.011797684911114,11.1998080349955,1,False
124,Player,16,939,376,13.62764358582164,20.264727179039667,1,False
124,Player,19,1522,452,N/A,N/A,1,False
124,Player,26,1475,416,N/A,N/A,2,False
124,Player,22,1523,650,N/A,N/A,1,False
124,Player,34,1363,762,11.122599811117968,16.046492913277802,2,False
124,Player,91,86,530,N/A,N/A,1,False
124,Player,28,1408,329,N/A,N/A,1,False
125,Player,1,1213,669,16.026782489892245,14.016895220621866,2,False
125,Player,3,741,540,24.34346868146944,12.737463920024195,2,False
125,Player,4,1593,569,N/A,N/A,2,False
125,Player,5,1118,667,20.491829198465215,17.228165895735987,1,False
125,Player,6,966,841,18.187412489922476,17.76306925220799,1,False
125,Player,7,1202,527,N/A,N/A,2,False
125,Player,8,1233,447,N/A,N/A,2,False
125,Player,9,1574,527,N/A,N/A,1,False
125,Player,10,1529,485,N/A,N/A,2,False
125,Player,11,460,700,25.114590021532315,17.15672353063234,1,True
125,Player,12,627,530,25.15992552470072,13.941790669784124,1,False
125,Player,14,631,684,19.42591390316429,15.661805850514083,2,False
125,Player,15,1107,502,20.585472280060102,12.391096940091572,1,False
125,Player,16,946,376,29.97480641361448,21.99938032797569,1,False
125,Player,19,1526,454,N/A,N/A,1,False
125,Player,26,1478,416,N/A,N/A,2,False
125,Player,22,1528,650,N/A,N/A,1,False
125,Player,34,1371,761,23.0764920831326,17.381938056977607,2,False
